target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
ABCF2,-0.0760369995413791,0.3699394575814049,5,4,362.0,1.0,0.0,False,False,113.2848713991566,4985
STUB1,-0.076207178168301,0.094088658102873,6,5,111.0,39.0,38.0,False,False,105.9258170320228,4986
GPR146,-0.0762201662784196,-0.4254263073871898,52,51,524.0,2.0,2.0,False,False,113.42284486634716,4987
NEK2,-0.0766610339151199,-0.1525728425858152,1,0,1068.0,1.0,0.0,False,False,87.90345309767716,4988
MAPK8IP3,-0.0766914674578425,0.0697561090926735,1,0,1298.0,1.0,0.0,False,False,109.62039392346736,4989
GRK6,-0.076924139920061,-0.2840207682255372,104,103,1826.0,3.0,2.0,False,False,125.45368255309052,4990
ZNF766,-0.0769536292823178,0.0466016513298411,4,3,825.0,4.0,3.0,False,False,102.3109313212611,4991
SNAI3,-0.0776561198025043,0.9145831615723548,4,3,273.0,3.0,2.0,False,False,99.75663891541753,4992
TM2D3,-0.077756765914049,-0.726694379067391,2,1,566.0,2.0,1.0,False,False,105.36558000717298,4993
OXSR1,-0.0783439421043995,-0.1678906402959701,2,1,705.0,9.0,8.0,False,False,99.07007909377126,4994
FLOT1,-0.0792191317082674,-0.1015326818938909,1,0,513.0,4.0,3.0,False,False,99.25291990781282,4995
AKT1,-0.0794505445089162,0.026406217217803,4,3,675.0,2.0,1.0,False,False,95.13768100639945,4996
SLC38A2,-0.0799149085642262,-0.0905310772816288,1,0,2022.0,4.0,3.0,False,False,96.4942330386804,4997
HSP90AA1,-0.0801291225463835,-0.0520724581763648,3,2,407.0,0.0,0.0,False,False,103.63981874623836,4998
SET,-0.0801990627245388,-0.1458268243794661,92,91,278.0,9.0,8.0,False,False,121.03629929547066,4999
STRN3,-0.0804475232243603,0.865886150654117,1,0,190.0,3.0,2.0,False,False,97.35672375122104,5000
CRTC2,-0.0812263312763189,0.7408659721146439,7,6,487.0,367.0,366.0,False,False,112.75273069967892,5001
ATXN3,-0.0816884375555786,-0.1773277031313871,3,2,828.0,6.0,5.0,False,False,97.11796770855844,5002
FOXO4,-0.08171638776831,0.0345711512575374,12,11,778.0,14.0,13.0,False,False,100.6235981912016,5003
SMURF1,-0.0820332471435825,0.660897307315675,1,0,586.0,6.0,5.0,False,False,104.10341599702382,5004
ABHD13,-0.0820337443282666,0.9071618878470372,70,69,706.0,214.0,213.0,False,False,119.9285216737204,5005
DHTKD1,-0.0821313328220468,0.8685896237197959,2,1,675.0,2.0,1.0,False,False,96.46593118080273,5006
APRT,-0.082448700004376,0.4060422351611695,2,1,316.0,1.0,0.0,False,False,98.97325813237036,5007
SPAG9,-0.0833136060030304,-0.1816913699244988,4,3,937.0,3.0,2.0,False,False,90.54477742801186,5008
ZNF33A,-0.0836877705137551,0.1541746995530545,4,3,414.0,3.0,2.0,False,False,110.79778989275508,5009
SETDB1,-0.0837431543399372,-0.1534222596871598,1184,1183,3930.0,2291.0,2290.0,False,False,193.2043204032985,5010
TP53BP1,-0.0837716460605253,-0.596593745642426,3,2,304.0,13.0,12.0,False,False,102.33390300168978,5011
GGH,-0.0837943704771901,-0.1468601311658129,4,3,717.0,1.0,0.0,False,False,100.79763902656228,5012
HIPK1,-0.0841073742692608,-0.1164034776774185,34,33,226.0,25.0,24.0,False,False,115.1509657932901,5013
ATG16L2,-0.0841261446202099,0.5210982310919774,1,0,231.0,2.0,1.0,False,False,99.29765560254243,5014
LAP3,-0.0842430037752189,0.0093151735619064,5,4,596.0,5.0,4.0,False,False,108.99434526795793,5015
PDE7A,-0.0843255241304918,-0.2320780487060599,1,0,838.0,1.0,0.0,False,False,96.64140333993028,5016
EPS15,-0.0843927904027066,0.1984168743715519,1,0,702.0,1.0,0.0,False,False,98.73306351932008,5017
GOT1,-0.0844115061607976,-0.6559719125102609,4,3,934.0,1.0,0.0,False,False,99.25320997356198,5018
MIEN1,-0.08441967342437,0.0668353510219051,3,2,569.0,98.0,97.0,False,False,104.17232925184472,5019
CPT1A,-0.0844566926608167,0.2914715159906521,3,2,706.0,1.0,0.0,False,False,99.48634741133728,5020
CLPX,-0.0846685788929381,0.3073938708264465,8,7,595.0,3.0,2.0,False,False,102.2784151465203,5021
SETX,-0.0847763666522988,-0.618700684294282,3,2,258.0,1.0,0.0,False,False,110.6680917234188,5022
TRIM38,-0.0848121088330784,0.526974889929693,14,13,533.0,3.0,2.0,False,False,113.22861627682232,5023
ATP2C1,-0.0849567021099322,0.1548282168554145,1,0,482.0,2.0,1.0,False,False,101.0485887166292,5024
ZNF891,-0.0851153672767046,-0.3844891852580849,4,3,750.0,1.0,0.0,False,False,107.19183028757767,5025
PYCARD,-0.0851504749716886,0.7187462677825778,5,4,119.0,5.0,4.0,False,False,104.74044417724812,5026
DYNC1LI1,-0.085212299486272,0.3098204036556345,1,0,410.0,1.0,0.0,False,False,96.13122063004874,5027
OSBPL3,-0.08555746754279,-0.0380407079812061,7,6,152.0,1.0,0.0,False,False,97.66566963096189,5028
MXD4,-0.0859267814071188,-0.7333646392573545,1,0,777.0,2.0,1.0,False,False,97.43807524965445,5029
RNF185,-0.0860178847606326,-0.5461024400866423,2,1,880.0,1.0,0.0,False,False,103.3184734019875,5030
NKRF,-0.0860309556123628,0.4852949550986303,7,6,371.0,1.0,0.0,False,False,104.23044368020348,5031
NUP42,-0.0864949388542454,-0.5592918329105769,90,89,615.0,18.0,17.0,False,False,122.3816535655518,5032
MAPK13,-0.0866187278999338,-0.2556153081495868,1,0,506.0,1.0,0.0,False,False,93.7760823761316,5033
CEP162,-0.0869642707622936,0.3622492661850473,1,0,727.0,1.0,0.0,False,False,95.07467171597362,5034
ZNF14,-0.0873279951676115,-0.0307502640135102,6,5,1302.0,22.0,21.0,False,False,99.98116488827128,5035
ZNF484,-0.08734736914479,-0.1113174055059247,1,0,957.0,1.0,0.0,False,False,92.88069826318606,5036
GSR,-0.0876914410105463,-0.7551730675944628,3,2,264.0,,,False,False,97.8792651332481,5037
GALNT11,-0.0879690608006507,-0.5853000842135985,2,1,359.0,7.0,6.0,False,False,97.88507217110586,5038
BTBD3,-0.0880952040120057,-0.6752250016301721,3,2,848.0,0.0,0.0,False,False,96.87302625626212,5039
MMGT1,-0.0885595909192177,0.3876504756064771,730,729,373.0,31.0,30.0,False,False,147.53729404985182,5040
ERGIC2,-0.0890818950469814,-0.8451262149895865,2,1,550.0,1.0,0.0,False,False,93.77986642683476,5041
ZNF180,-0.0900277937173971,-0.1991143144721405,3,2,392.0,12.0,11.0,False,False,101.3212604120229,5042
FSCN1,-0.0905629492826737,0.3655476143441753,2,1,695.0,1.0,1.0,False,False,95.53067498310314,5043
ENDOG,-0.0913250812630257,0.1580244027705188,7,6,956.0,287.0,286.0,False,False,109.57703210850458,5044
ING2,-0.0917358280780745,-0.1639485807332875,11,10,198.0,5.0,5.0,False,False,106.33544626644856,5045
NCF2,-0.0918220702179973,0.1764052455736687,1,0,810.0,1.0,0.0,False,True,91.7996256295106,5046
BRAF,-0.0921495197078204,-0.0778681539636936,1,0,508.0,2.0,1.0,False,False,93.53842493108829,5047
ZBED5,-0.0923436517482089,-0.5088574861973778,1,0,310.0,58.0,57.0,False,False,98.6809326173194,5048
TRAF3IP3,-0.0924082991821398,0.2460010210758874,1,0,347.0,2.0,1.0,False,False,94.5341700205818,5049
FCSK,-0.0927333809468446,-0.0012020890862125,1,0,1035.0,1.0,0.0,False,False,97.06831018807446,5050
HNRNPR,-0.0929318316672791,0.0579287386633876,6,5,594.0,1.0,0.0,False,False,114.52088853420676,5051
SLC38A10,-0.0930438666496078,-0.1329012005311219,22,21,1092.0,3.0,2.0,False,False,123.99026913494858,5052
ZNF697,-0.0935007260499756,0.0854122968731917,2,1,1291.0,7.0,7.0,False,False,92.33672003373808,5053
IRF8,-0.0936482445649379,0.7525424252576907,7,6,417.0,3.0,3.0,False,True,111.0964322706427,5054
ZNF280B,-0.0938139607940193,-0.9702703179008992,2,1,1182.0,8.0,8.0,False,False,92.86044096098618,5055
FBXW9,-0.0942785360924164,-0.8833206069472114,7,6,1073.0,3.0,3.0,False,False,97.57212534021568,5056
MINDY2,-0.0945909042135449,-0.6032202622143014,1,0,889.0,1.0,0.0,False,False,93.85496269345334,5057
ZDHHC5,-0.0946246479408374,0.1825510192369724,1,0,2349.0,1.0,0.0,False,False,84.1458206458905,5058
ZNF706,-0.0949639793958401,0.2761468747837753,10,9,1306.0,6.0,5.0,False,False,103.10146421666218,5059
MLST8,-0.0951698562634077,-0.2761327870263626,564,563,258.0,298.0,297.0,False,False,144.28831352074263,5060
CYLD,-0.0954354945287713,0.4243832851034957,2,1,268.0,96.0,95.0,False,False,106.79030825143823,5061
TSPYL1,-0.0954712011510784,-0.1708632758765393,50,49,592.0,2.0,1.0,False,False,125.81508636289884,5062
EPG5,-0.0960682081107524,0.0809754916654833,45,44,725.0,8.0,7.0,False,True,114.7683317480458,5063
BAG2,-0.0961905618349075,-0.253784020476616,1,0,457.0,1.0,0.0,False,False,88.64479936728854,5064
CEP295,-0.0962059960625842,0.2168659499256536,1,0,87.0,17.0,17.0,False,False,103.61817773786532,5065
ETAA1,-0.0962804520875852,-0.2793500130283151,1,0,494.0,1.0,0.0,False,False,94.57885033135726,5066
ABCD2,-0.0966445510419924,-0.11896724968871,15,14,106.0,6.0,5.0,False,False,106.70199722783312,5067
SLC39A11,-0.0970657726619684,-0.2181356197557203,1,0,520.0,2.0,1.0,False,False,98.89589863263394,5068
CHST12,-0.0971404277918617,-0.0772302202143883,3,2,385.0,3.0,2.0,False,False,103.67223865570934,5069
NEDD9,-0.0973168894233314,0.2658497433493985,5,4,877.0,1.0,0.0,False,False,97.93876333798389,5070
MT1E,-0.0973172025256722,0.2212454077579229,13,12,1879.0,11.0,10.0,False,False,99.98251127686038,5071
ISOC1,-0.0975448007258161,0.2973660584342803,1,0,1094.0,1.0,0.0,False,False,99.5983381121942,5072
TMEM123,-0.0976941610348968,0.229160919054071,35,34,2433.0,72.0,71.0,False,False,119.2681373035963,5073
RNF26,-0.0978387587425948,-0.3582728490894349,2,1,324.0,1.0,0.0,False,False,102.79622808676852,5074
ZDHHC4,-0.0986118867166135,0.892744816366928,3,2,274.0,3.0,2.0,False,False,99.17077394635442,5075
SH2D2A,-0.098947658659681,0.3739726984814157,1,0,940.0,2.0,1.0,False,False,107.09255288315424,5076
POU2AF1,-0.0990379768952179,-0.040006452619941,3,2,1351.0,3.0,3.0,False,True,103.07810585165026,5077
NDST1,-0.0996105313199299,0.0970884437086405,3,2,1919.0,1.0,1.0,False,False,85.19999805158983,5078
C1orf21,-0.0996627450349663,0.2050358201497263,9,8,797.0,843.0,842.0,False,False,104.3139916302293,5079
RBM41,-0.0996887063539375,0.1171303088048181,5,4,309.0,22.0,21.0,False,False,102.63887791978868,5080
TPRG1L,-0.0997475121610912,-0.4811489388401619,59,58,733.0,9.0,8.0,False,False,120.74349186591378,5081
RETSAT,-0.0998058986835158,0.3653735363326569,1,0,337.0,4.0,3.0,False,False,102.19584114673104,5082
SCPEP1,-0.1004142271320792,-0.2720885466941081,3,2,690.0,1.0,0.0,False,False,101.51505770112324,5083
BCL7A,-0.1004270727088254,-0.8474743825548209,6,5,457.0,5.0,4.0,False,False,106.40112786666778,5084
SH3KBP1,-0.1004838977828674,0.4563027054155735,2,1,1271.0,4.0,3.0,False,True,87.13377287464877,5085
UNK,-0.1006074150412733,0.7787702890902617,12,11,302.0,12.0,11.0,False,False,101.79465310834922,5086
NT5E,-0.1007101192819042,-0.1050673651813056,1,0,919.0,1.0,0.0,False,False,92.98851226051885,5087
KATNBL1,-0.1008760336819188,0.1602067820454404,1,0,600.0,1.0,0.0,False,False,90.72068340250898,5088
ARSB,-0.1010541890270374,-0.1754748527298228,4,3,172.0,2.0,1.0,False,False,111.41145379045852,5089
SLC27A5,-0.1011474452168597,-0.0880979945439086,2,1,799.0,5.0,4.0,False,False,97.4629098764886,5090
ESCO1,-0.1011930615821189,-0.3031184290770526,1,0,674.0,11.0,10.0,False,False,99.87717899582526,5091
CCSER2,-0.101261441031138,0.1604992440529573,2,1,1346.0,1.0,0.0,False,False,94.67088387587012,5092
ZNF273,-0.1017662799817525,-0.0455516869954061,3,2,555.0,2.0,2.0,False,False,107.4633478381052,5093
GPR155,-0.1017702711856016,0.0100573572361053,2,1,1307.0,2.0,1.0,False,False,97.99258708522552,5094
PML,-0.1018823371142346,-0.6018150890037929,1,0,343.0,2.0,1.0,False,False,97.9764663945558,5095
XPO4,-0.1019134874975264,0.0618109427459787,3,2,254.0,2.0,1.0,False,False,101.82358935795176,5096
CISH,-0.1023893222136314,0.076946206818648,6,5,965.0,3.0,2.0,False,False,98.81959348564756,5097
APMAP,-0.1025200640247584,-0.6249101861217752,36,35,597.0,3.0,2.0,False,False,116.90805286616828,5098
CHD8,-0.1026798847609975,-0.7027337393466996,12,11,326.0,28.0,28.0,False,False,107.6774697991097,5099
RWDD4,-0.102714593008756,0.435792718063542,6,5,44.0,8.0,8.0,False,False,105.85268786011338,5100
TRIM39,-0.1036533687750362,-0.5602545450581772,39,38,1061.0,53.0,52.0,False,False,103.93506577724844,5101
GABPA,-0.1038127147046892,-0.1034930678292512,16,15,169.0,66.0,65.0,False,False,111.16352691607923,5102
SASH3,-0.1038932374157358,0.4827013701711867,6,5,723.0,19.0,18.0,False,True,103.31865477645827,5103
BBC3,-0.103971199198416,0.4465577657766604,1,0,552.0,2.0,1.0,False,False,103.6966245249048,5104
ZBTB33,-0.1040451553972016,-0.2617583395741718,56,55,298.0,17.0,16.0,False,False,111.18995929776278,5105
TPR,-0.1042350949934565,0.2849609436768794,10,9,58.0,147.0,146.0,False,False,106.8244029604556,5106
L3MBTL3,-0.1044970857237042,0.4591640495979923,47,46,784.0,35.0,34.0,False,False,113.0475880001829,5107
FAIM,-0.104716062107893,-0.200436914560411,3,2,470.0,2.0,1.0,False,False,94.47589450454906,5108
COX7C,-0.1048346420750644,0.3249417086956672,115,114,230.0,3.0,2.0,False,False,122.39436586049018,5109
DUSP4,-0.1048604712617583,0.0489437921558948,1,0,470.0,2.0,1.0,False,False,99.54897821096893,5110
BLMH,-0.1051186032148766,0.0108576909673572,3,2,482.0,3.0,2.0,False,False,95.62930352283976,5111
IL18R1,-0.1054870499560085,-0.0989620954564831,1,0,664.0,1.0,0.0,False,False,96.22961498661788,5112
PUM3,-0.1055466205515019,-0.1833188505448851,2,1,463.0,,,False,False,103.46552511512203,5113
SCAMP2,-0.1058146550573788,-0.8853893175086548,1,0,639.0,1.0,0.0,False,False,101.79555891620464,5114
IQGAP3,-0.1058785541302809,-0.5241183772944623,2,1,189.0,12.0,11.0,False,False,106.1359573205345,5115
VPS11,-0.105896369784602,0.1374168223594735,6,5,268.0,2.0,1.0,False,False,112.47484686201334,5116
RNF208,-0.1059249733488226,0.3365661269567744,3,2,487.0,0.0,0.0,False,False,102.51506304626068,5117
NUP210,-0.1064488875443678,0.5259884330459172,1,0,90.0,2.0,1.0,False,False,107.18285895717584,5118
SARAF,-0.1066455606290051,-0.1381671563072985,3,2,313.0,8.0,7.0,False,False,98.85627288802986,5119
OCIAD1,-0.1071195586338145,-0.1247932667032905,1,0,548.0,1.0,0.0,False,False,95.4575598876981,5120
WHAMM,-0.1073004073207107,-0.5008494926276578,2,1,608.0,3.0,2.0,False,False,99.30983576008882,5121
IGF2R,-0.1076052553596606,0.1045930501706201,2,1,961.0,4.0,3.0,False,False,94.66936134369492,5122
MCUR1,-0.1076115688607221,-0.4332354821992963,153,152,898.0,1.0,0.0,False,False,125.65764975540095,5123
CBX6,-0.1076366205062255,0.0525143526409947,3,2,439.0,1.0,0.0,False,False,97.59841272987964,5124
ZNF778,-0.1080285720206948,-0.3760800462842597,1,0,659.0,1.0,0.0,False,False,95.74296236039456,5125
C18orf32,-0.1082735376513752,0.311853758111876,40,39,172.0,34.0,33.0,False,False,112.82748826971944,5126
PDPR,-0.1083698058281255,0.0980123140867938,1,0,394.0,7.0,6.0,False,False,103.58429255471536,5127
FAM185A,-0.1083817312764801,0.3171794375514527,2,1,895.0,1.0,0.0,False,False,94.70976440334049,5128
EML5,-0.108382488601066,-0.8435858711036837,1,0,904.0,0.0,0.0,False,False,93.2022567618106,5129
PCNX2,-0.1087116987939092,-0.0633343033817128,6,5,530.0,3.0,2.0,False,False,111.2951956420965,5130
UBE4B,-0.1090158072836017,0.768362027639463,9,8,285.0,7.0,6.0,False,False,103.83234216083451,5131
TRIM34,-0.1093717797613077,-0.2447842738026187,2,1,816.0,2.0,1.0,False,False,94.43564619102168,5132
SPINDOC,-0.1099070838251568,-0.3792811525358945,3,2,179.0,2.0,1.0,False,False,106.55823280494432,5133
LRATD2,-0.1099474514620496,0.3445218120120299,3,2,326.0,1.0,0.0,False,False,94.36135650594048,5134
TOLLIP,-0.1102170373555372,-0.0213282730959,1,0,284.0,2.0,1.0,False,False,98.20030922394706,5135
SRM,-0.1104458122660825,-0.5689481355222435,29,28,396.0,6.0,5.0,False,False,116.23151278189503,5136
ARHGAP11B,-0.1105210254620375,0.1346982445437563,2,1,508.0,2.0,1.0,False,False,95.63898597151204,5137
BAG3,-0.1106221852488387,0.1818538712178056,1,0,748.0,3.0,2.0,False,False,95.30403472138993,5138
RAB30,-0.1107082945755737,0.194863946956648,1,0,2121.0,1.0,0.0,False,False,95.96309368891248,5139
SKIC3,-0.1108725859028256,-0.1929758070713072,2,1,663.0,13.0,12.0,False,False,105.22944203144746,5140
SNX6,-0.1108740730276857,0.1974553431743638,1,0,577.0,2.0,1.0,False,False,88.4515698390606,5141
CEP55,-0.1110333231275659,0.0968914949805169,43,42,96.0,2.0,1.0,False,False,113.11751442736583,5142
CPEB3,-0.111171321631268,-0.5672931773049446,6,5,849.0,10.0,9.0,False,False,96.7235964874492,5143
SAMD10,-0.1112355460990698,0.2097125287077119,3,2,677.0,1.0,0.0,False,False,99.99148168021826,5144
CDK16,-0.1112427490870991,-1.2006672025086862,1,0,515.0,2.0,1.0,False,False,93.64541701542556,5145
CHMP4A,-0.111350960403311,0.1830579116229169,20,19,651.0,41.0,40.0,False,False,106.16930427429004,5146
ADIPOR1,-0.11195539083324,-0.1231854211812258,5,4,886.0,2.0,1.0,False,False,94.25848839567776,5147
ARHGAP5,-0.1122420050447003,-0.0006729896758958,2,1,733.0,1.0,0.0,False,False,103.63492179269782,5148
YEATS2,-0.1125047530544007,-0.416152890696135,698,697,66.0,512.0,511.0,False,False,147.23241870670702,5149
WDR19,-0.1125405615214089,-0.3469739782886082,3,2,552.0,0.0,0.0,False,False,97.97594110413868,5150
BCL6,-0.1126162615537979,0.578971784551466,68,67,495.0,16.0,15.0,False,False,112.32160282775494,5151
ZNF41,-0.1130881198426389,0.3983386921089858,1,0,955.0,1.0,0.0,False,False,87.64512802852305,5152
ITPK1,-0.1136801095461119,0.0053118784840769,30,29,125.0,87.0,86.0,False,False,114.38738005118286,5153
ZNF182,-0.1137555385175377,0.4690271510928698,2,1,650.0,2.0,1.0,False,False,100.8816975867376,5154
WDR48,-0.1139033461474597,-0.110374132234953,23,22,171.0,197.0,196.0,False,False,112.36987275462675,5155
ZNF777,-0.1144490088506123,-0.0021717458628807,4,3,687.0,1.0,0.0,False,False,114.57571795444558,5156
DCBLD1,-0.1146800399481378,-0.340127497514166,3,2,691.0,1.0,1.0,False,False,98.96066341242116,5157
NPTN,-0.1152485909414771,-0.0980796367381242,8,7,543.0,9.0,8.0,False,False,105.16081036447969,5158
ACADM,-0.1154642353678084,0.6263717392741474,2,1,1004.0,2.0,1.0,False,False,101.18756315807327,5159
LNPEP,-0.1158268176284678,-1.1890281586086535,1,0,372.0,1.0,0.0,False,False,98.62631512814497,5160
FLNB,-0.1163957809043302,0.0063454646129789,1,0,493.0,1.0,0.0,False,False,95.246393708489,5161
C14orf93,-0.1164353861732302,-0.5058380834117878,1,0,663.0,3.0,2.0,False,False,107.95151409195252,5162
SPEF2,-0.1171088330988999,-0.4921351688753828,1,0,634.0,1.0,0.0,False,False,95.11633404190296,5163
COMMD6,-0.1176177781688867,1.0662273777672502,3,2,513.0,3.0,2.0,False,False,105.18391367948811,5164
USP47,-0.117682024527721,0.9116598580262104,2,1,397.0,2.0,1.0,False,False,102.74866134634492,5165
ZNF496,-0.1179590464010446,0.5852259522435085,1,0,831.0,3.0,2.0,False,False,102.67091140136296,5166
HK1,-0.1179974483504907,0.4933968976271672,18,17,550.0,5.0,4.0,False,False,118.01877101384405,5167
USP10,-0.118092382898576,-0.1991645584868956,74,73,223.0,112.0,111.0,False,False,114.16358780655534,5168
ARL6IP6,-0.1183466677754397,-0.3713336016656611,4,3,884.0,6.0,5.0,False,False,97.59592202187535,5169
TNFRSF1A,-0.118411891437684,-0.0575884424620762,2,1,400.0,47.0,46.0,False,True,104.63519777689444,5170
SPAST,-0.1184777074614774,-0.244293390092946,4,3,722.0,1.0,0.0,False,False,96.04693544858716,5171
SPAG16,-0.1188713838703917,0.2460770509594146,3,2,467.0,4.0,3.0,False,False,99.69667291081116,5172
ARID3A,-0.1189194478101947,0.2383275339795828,15,14,307.0,4.0,3.0,False,False,110.16130262587546,5173
WDR6,-0.1191038414179306,0.0313494257507324,2,1,517.0,2.0,1.0,False,False,99.89782514526384,5174
SUSD6,-0.1192327434917056,-0.0371331893230558,3,2,230.0,5.0,4.0,False,False,101.71533529437076,5175
NEU1,-0.1192399528912122,0.229593111538858,1,0,813.0,1.0,0.0,False,False,101.13873556458506,5176
ZNF789,-0.1192865095613386,-0.0455474346774952,1,0,463.0,1.0,1.0,False,False,91.97485666024735,5177
DUSP19,-0.1196365559920336,-0.663316196016998,1,0,913.0,0.0,0.0,False,False,93.7135579167578,5178
FAM118B,-0.119874628919236,0.5343201208833155,348,347,319.0,6.0,5.0,False,False,132.81129059449648,5179
MAP3K11,-0.1201253192309428,-0.480884391580091,1,0,458.0,1.0,0.0,False,False,95.11806386067828,5180
RASA2,-0.1208053381634648,-0.3804504080460842,219,218,420.0,700.0,699.0,False,False,131.10181058580537,5181
SMPD2,-0.1210535924522971,-0.2104461387315851,1,0,568.0,1.0,0.0,False,False,92.83047935847225,5182
IZUMO4,-0.12144049142981,-0.2668617163710332,1,0,646.0,1.0,1.0,False,False,94.98003073766768,5183
PINK1,-0.1214445625095232,-1.2078784403387546,4,3,609.0,3.0,2.0,False,False,101.63125353880676,5184
CPD,-0.1218171343107718,0.2314146081248178,1,0,388.0,1.0,0.0,False,False,98.81179751010626,5185
FBXO4,-0.1223725127207049,-0.4807739653745302,1,0,510.0,3.0,2.0,False,False,97.81146807561652,5186
HPS4,-0.1224993739556262,0.3535400254977729,13,12,1266.0,11.0,10.0,False,False,111.66895991425852,5187
WDR91,-0.1226295683858098,0.080941505038143,5,4,916.0,5.0,4.0,False,False,114.4090620905234,5188
SETD4,-0.1227736412550165,-0.536356273580894,3,2,169.0,1.0,1.0,False,False,108.33248028889588,5189
SCAPER,-0.1231777792092034,1.0269128097360285,37,36,866.0,6.0,5.0,False,False,124.96625510484137,5190
MYNN,-0.1235845942753778,0.5126622020985414,3,2,424.0,21.0,20.0,False,False,98.31963875696304,5191
MYO1F,-0.1237392612815171,-0.3057552426741357,13,12,700.0,3.0,2.0,False,False,100.03258601670176,5192
PPIB,-0.1242725110211337,-0.7246002096312034,2,1,681.0,1.0,0.0,False,False,100.55293325630194,5193
CDC37L1,-0.1247675117072552,0.067136255040257,10,9,735.0,3.0,2.0,False,False,107.95665220385628,5194
UBASH3A,-0.1248629426995898,-0.5389668898741405,3,2,792.0,2.0,1.0,False,False,109.02836388052462,5195
ACTR3,-0.1250037860004871,0.4202563303625971,117,116,207.0,32.0,31.0,False,False,123.91275965368288,5196
SLC7A6,-0.1250050242018063,-0.7671918854416497,6,5,236.0,6.0,5.0,False,False,98.4253617150303,5197
TMEM41B,-0.1250909702028992,0.4500504381490247,18,17,348.0,24.0,23.0,False,False,105.60392558518268,5198
FAM168B,-0.1252558130163917,0.1788050711805905,1,0,845.0,1.0,0.0,False,False,95.06659596100388,5199
CEP164,-0.1253900843313247,-0.6608672130241301,1,0,362.0,3.0,2.0,False,False,109.94138875821471,5200
WDR89,-0.1258768676221147,0.459803780629447,11,10,353.0,9.0,8.0,False,False,112.98739609314546,5201
MESD,-0.1272411703760961,0.3135356578788397,3,2,597.0,3.0,2.0,False,False,104.70981100316412,5202
RRM2B,-0.1273595876347411,0.0161260568044587,354,353,249.0,28.0,27.0,False,False,134.69605130995964,5203
ZNF200,-0.1276269364597916,0.4831696471288136,57,56,948.0,10.0,9.0,False,False,103.20065121646604,5204
MYL6B,-0.1276405769541702,0.2616156738812005,7,6,823.0,1.0,0.0,False,False,98.82414518985256,5205
CCR7,-0.1279781738948547,-0.1264855322871313,3,2,885.0,3.0,2.0,False,False,91.59246945748232,5206
PTMS,-0.1282455876469529,0.5410219090968098,1,0,614.0,1.0,0.0,False,False,108.39035869785344,5207
GTPBP1,-0.1284843475367662,0.1683281347721957,1,0,653.0,3.0,2.0,False,False,93.76333074494543,5208
BIN2,-0.1290200373895105,-0.4797431882135958,3,2,625.0,2.0,1.0,False,False,95.41109113513674,5209
ANXA2,-0.1293340622692443,0.1097514756198438,2,1,467.0,1.0,0.0,False,False,93.29365384748392,5210
METTL1,-0.12984312360396,-1.705787226016734,1283,1282,182.0,515.0,514.0,False,False,164.7854498372387,5211
ZSCAN9,-0.1300483069799316,-0.0278515475060431,2,1,549.0,0.0,0.0,False,False,103.03476538759098,5212
IFT43,-0.1302355666122609,0.3789785713946929,2,1,814.0,1.0,0.0,False,False,101.90157040260168,5213
EXO5,-0.1304234204966675,0.0485056859566087,2,1,501.0,1.0,0.0,False,False,95.02232126753132,5214
CASP8,-0.1304348889496552,0.0846740210267679,4,3,489.0,1.0,0.0,False,True,93.79121709904376,5215
MYDGF,-0.1305335599836612,-0.2013691435024659,6,5,773.0,9.0,8.0,False,False,108.25354570461464,5216
NDUFB8,-0.1310996370798337,-0.0747616450822293,10,9,926.0,1.0,0.0,False,False,108.8488615331338,5217
LY96,-0.131268282254807,-0.1207334343584751,13,12,1191.0,9.0,8.0,False,True,103.61258167879892,5218
SAMD3,-0.1313749285657084,-0.0388051261983077,1,0,785.0,1.0,0.0,False,False,94.62034613673346,5219
BEX5,-0.131911452196447,-0.1841741636340441,3,2,711.0,0.0,0.0,False,False,93.81190166908642,5220
TXNDC16,-0.1321147888955053,0.1328617258223903,1,0,986.0,1.0,0.0,False,False,93.01040360308558,5221
PCK2,-0.1321190071815676,-0.3467690262757459,3,2,468.0,2.0,1.0,False,False,106.7412130443999,5222
SNPH,-0.132382269017303,-0.3050864504366222,12,11,1595.0,181.0,180.0,False,False,107.31829621458586,5223
HROB,-0.1329281567284048,0.2573481454092748,1,0,341.0,1.0,0.0,False,False,94.44972560425616,5224
EHD1,-0.1334507121846339,0.3555343590009301,5,4,1008.0,1.0,0.0,False,False,109.83464108995985,5225
DERA,-0.1336540935134705,-0.1888781206581085,2,1,442.0,1.0,0.0,False,False,100.69414275741195,5226
PIK3CB,-0.1338511569920075,0.0032531701087003,2,1,965.0,4.0,3.0,False,False,97.1028732982526,5227
TRIB3,-0.133857319783811,-0.5152660401758369,2,1,362.0,7.0,6.0,False,False,104.46193826500198,5228
MXI1,-0.133870275631239,-0.3983984284015027,31,30,1330.0,1.0,1.0,False,False,114.26984530254482,5229
RAB11FIP1,-0.133872230262047,-0.1579508141405327,218,217,961.0,219.0,218.0,False,False,129.25100241558064,5230
USP33,-0.133910073452257,-0.4910447962193105,1,0,615.0,2.0,1.0,False,False,107.37232346311544,5231
